"Страна","Дата","Заражений","Выздоровлений","Смертей","Заражений за день","Выздоровлений за день","Смертей за день"
Казахстан,16.01.2021,214927,187608,2887,1072,749,4
Мали,16.12.2020,5969,3702,209,91,5,4
Хорватия,31.08.2020,10269,7434,186,146,222,2
Лаос,11.04.2020,18,0,0,2,0,0
Судно "Diamond Princess",20.10.2020,712,659,13,0,0,0
Болгария,15.07.2020,7877,3841,289,232,178,6
Западный берег реки Иордан,17.09.2020,33843,23060,244,837,851,1
Индия,02.02.2020,2,0,0,1,0,0
Мьянма,27.08.2020,602,349,6,22,4,0
Бельгия,09.09.2020,89691,18635,9917,550,33,5
ОАЭ,22.10.2020,120710,113364,474,1578,1550,2
Чехия,17.08.2020,20202,14622,399,190,823,2
Иордания,24.08.2020,1639,1335,14,30,15,2
Индонезия,08.03.2020,6,0,0,2,0,0
Шри-Ланка,30.04.2020,663,154,7,14,18,0
Танзания,23.07.2020,509,183,21,0,0,0
Фиджи,15.10.2020,32,30,2,0,0,0
Гайана,17.11.2020,4890,3930,140,16,139,1
Албания,22.10.2020,18250,10395,465,302,54,3
Сент-Китс и Невис,04.09.2020,17,17,0,0,0,0
Сьерра-Леоне,16.07.2020,1678,1213,64,10,13,0
Эфиопия,22.10.2020,91693,45260,1396,575,754,12
Люксембург,25.01.2021,49733,47109,566,295,453,4
Micronesia,20.06.2020,0,0,0,0,0,0
Австралия,14.01.2021,28669,25884,909,9,9,0
Болгария,20.02.2020,0,0,0,0,0,0
Западный берег реки Иордан,24.04.2020,340,81,2,4,7,0
Мавритания,31.01.2020,0,0,0,0,0,0
Судно "Diamond Princess",27.05.2020,712,651,13,0,0,0
Монако,21.12.2020,742,631,3,14,10,0
Того,11.12.2020,3202,2726,66,20,12,0
Новая Зеландия,15.12.2020,2100,2032,25,4,17,0
Испания,26.01.2020,0,0,0,0,0,0
Лаос,30.07.2020,20,19,0,0,0,0
Нигер,25.12.2020,3005,1587,91,72,8,1
Коморские острова,26.01.2020,0,0,0,0,0,0
Хорватия,13.05.2020,2213,1834,94,6,26,3
Грузия,23.12.2020,214871,191968,2233,2345,3560,51
Таиланд,27.07.2020,3295,3111,58,4,2,0
Узбекистан,19.09.2020,50992,47271,427,739,744,8
Маврикий,29.06.2020,341,326,10,0,0,0
Киргизия,13.04.2020,419,67,5,42,13,0
Франция,23.07.2020,218841,80600,30186,1236,516,11
Колумбия,08.06.2020,40719,16459,1308,1483,2045,49
Косово и Метохия,03.05.2020,823,336,22,10,38,0
Кувейт,16.02.2020,0,0,0,0,0,0
Доминика,03.09.2020,20,18,0,0,0,0
Сент-Люсия,26.05.2020,18,18,0,0,0,0
Украина,26.01.2021,1237810,999466,23148,3038,12811,147
Германия,03.11.2020,577131,373391,10717,7533,892,48
Бутан,02.08.2020,102,89,0,0,0,0
Марокко,13.03.2020,7,1,1,1,1,0
Эсватини,31.12.2020,9358,7073,205,212,11,21
Кипр,15.07.2020,1025,839,19,2,0,0
Исландия,07.06.2020,1807,1794,10,1,0,0
Папский Престол,26.03.2020,4,0,0,0,0,0
Алжир,15.10.2020,53777,37603,1827,193,0,0
Соломоновы острова,10.03.2020,0,0,0,0,0,0
Гвинея-Бисау,08.09.2020,2245,1127,38,0,0,0
Уругвай,29.03.2020,309,0,1,6,0,0
Норвегия,01.04.2020,4863,13,44,222,0,5
США,28.04.2020,1025361,115936,61106,24577,4512,2224
Камбоджа,11.08.2020,268,220,0,17,1,0
Сейшельские острова,27.01.2020,0,0,0,0,0,0
Лесото,07.08.2020,742,175,23,0,0,0
Словакия,30.07.2020,2265,1675,28,20,15,0
Россия,12.05.2020,232243,43512,2116,10899,3711,107
Вануату,22.11.2020,1,0,0,0,0,0
Либерия,12.11.2020,1468,1312,82,7,1,0
Коморские острова,06.08.2020,396,340,7,8,0,0
Лаос,02.02.2020,0,0,0,0,0,0
Нигер,20.05.2020,920,738,58,6,4,3
Барбадос,13.08.2020,144,118,7,0,3,0
Новая Зеландия,30.05.2020,1504,1481,22,0,0,0
Испания,06.08.2020,309855,150376,28500,4088,0,1
Индия,11.04.2020,8446,969,288,848,195,42
Малави,20.02.2020,0,0,0,0,0,0
Болгария,20.01.2021,213409,175098,8651,482,4600,37
Западный берег реки Иордан,17.11.2020,64935,55684,580,1068,731,8
Судно "Diamond Princess",18.12.2020,712,699,13,0,0,0
Того,03.06.2020,452,236,13,7,6,0
Мали,18.10.2020,3388,2586,132,9,16,0
Ямайка,23.04.2020,257,28,6,24,1,0
Казахстан,19.07.2020,71838,43029,375,3135,2773,0
Мексика,18.09.2020,688954,582109,72803,4841,2964,624
Хорватия,29.10.2020,43775,29233,511,2776,1463,18
Мальдивы,25.03.2020,13,8,0,0,3,0
Гамбия,27.08.2020,2743,638,93,35,27,0
Австралия,26.02.2020,15,11,0,0,0,0
Венесуэла,13.08.2020,30369,21385,259,1281,343,12
Танзания,09.02.2020,0,0,0,0,0,0
Нидерланды,01.11.2020,366351,5908,7498,8711,26,39
Индонезия,03.01.2021,765350,631937,22734,6877,6419,179
Шри-Ланка,11.11.2020,15350,10183,46,635,646,5
США,13.11.2020,10830756,4095146,244740,180186,43890,1176
Нигерия,08.10.2020,59841,51551,1113,103,148,0
Соломоновы острова,01.01.2021,17,5,0,0,0,0
Исландия,07.12.2020,5496,5272,27,14,3,0
Гвинея,15.04.2020,404,31,1,41,0,1
Вануату,19.04.2020,0,0,0,0,0,0
Либерия,29.04.2020,141,45,16,0,0,0
Эквадор,29.08.2020,112906,95429,6537,765,118,33
Словакия,02.02.2020,0,0,0,0,0,0
Монголия,05.10.2020,315,307,0,1,0,0
Япония,12.09.2020,75206,65934,1441,648,690,13
Сейшельские острова,05.08.2020,126,124,0,12,11,0
Польша,19.08.2020,58611,40099,1913,735,456,17
Греция,10.03.2020,89,0,0,16,0,0
Камерун,06.07.2020,12592,10100,313,0,0,0
Судан,27.09.2020,13610,6764,836,4,0,0
Бахрейн,27.03.2020,466,227,4,8,23,0
Панама,18.07.2020,52261,27494,1071,853,974,33
Косово и Метохия,08.11.2020,22934,15981,732,0,0,0
Сомали,12.02.2020,0,0,0,0,0,0
Франция,09.02.2020,11,0,0,0,0,0
Колумбия,06.12.2020,1371103,1257410,37808,8854,7708,175
Канада,16.05.2020,77206,37832,6571,1247,924,119
Джибути,02.09.2020,5387,5327,60,0,0,0
Таиланд,05.02.2020,25,10,0,0,0,0
Гренада,02.10.2020,24,24,0,0,0,0
Парагвай,27.09.2020,38684,22419,803,762,662,21
Эсватини,11.03.2020,0,0,0,0,0,0
Марокко,29.12.2020,435189,401429,7314,2160,1854,42
Великобритания,14.02.2020,18,1,0,1,0,0
Германия,08.05.2020,170588,141700,7510,1158,0,118
Гондурас,16.09.2020,69660,19983,2102,1040,1496,15
Бутан,30.01.2020,0,0,0,0,0,0
Мальта,13.10.2020,3937,3012,44,93,31,1
Швеция,21.08.2020,82954,0,5810,298,0,5
Украина,14.02.2020,0,0,0,0,0,0
Сент-Люсия,19.12.2020,282,253,5,2,0,0
Гвинея-Бисау,02.09.2020,2205,1127,34,0,0,0
Соломоновы острова,13.02.2020,0,0,0,0,0,0
Камбоджа,05.08.2020,243,202,0,0,0,0
США,08.05.2020,1295017,198993,80367,26838,3957,1749
Норвегия,26.03.2020,3369,6,14,285,0,0
Уругвай,04.04.2020,400,93,5,14,7,1
Алжир,05.10.2020,52270,36672,1768,134,94,8
Папский Престол,01.04.2020,6,0,0,0,0,0
Исландия,01.06.2020,1806,1794,10,0,0,0
Словакия,09.08.2020,2596,1864,31,30,3,0
Руанда,24.04.2020,176,87,0,22,0,0
Лесото,30.12.2020,3094,1480,51,89,0,0
Сербия,14.07.2020,18983,13991,418,344,51,13
Либерия,02.11.2020,1436,1283,82,10,4,0
Вануату,31.10.2020,0,0,0,0,0,0
Узбекистан,11.12.2020,74811,72084,612,313,344,1
Косово и Метохия,27.04.2020,763,166,21,32,1,1
Маврикий,05.07.2020,341,330,10,0,0,0
Таиланд,18.08.2020,3381,3198,58,3,4,0
Кувейт,03.02.2020,0,0,0,0,0,0
Колумбия,02.06.2020,31833,9689,1009,1340,1305,40
Франция,14.08.2020,251781,83993,30412,2923,381,19
Киргизия,22.03.2020,14,0,0,0,0,0
Эсватини,22.01.2021,14219,8962,458,202,140,17
Бруней,03.03.2020,0,0,0,0,0,0
Марокко,16.02.2020,0,0,0,0,0,0
Кипр,19.06.2020,985,818,19,0,0,0
Украина,04.01.2021,1111631,760660,19712,4494,4850,82
Сент-Люсия,05.06.2020,19,18,0,0,0,0
Доминика,13.09.2020,24,18,0,0,0,0
Бутан,12.08.2020,113,97,0,0,0,0
Германия,13.11.2020,785093,487913,12404,22261,13705,188
Нигер,03.12.2020,1640,1227,76,0,0,0
Лаос,09.08.2020,20,19,0,0,0,0
Барбадос,29.01.2020,0,0,0,0,0,0
Новая Зеландия,05.12.2020,2078,1997,25,0,3,0
Испания,01.02.2020,1,0,0,1,0,0
Мавритания,19.02.2020,0,0,0,0,0,0
Монако,01.09.2020,154,116,4,0,0,0
Коморские острова,01.02.2020,0,0,0,0,0,0
Того,17.12.2020,3330,2890,66,15,38,0
Судно "Diamond Princess",06.06.2020,712,651,13,0,0,0
Болгария,01.03.2020,0,0,0,0,0,0
Западный берег реки Иордан,04.05.2020,362,102,2,9,25,0
Уганда,05.07.2020,939,891,0,12,23,0
Грузия,30.08.2020,1469,1221,19,7,25,0
Хорватия,17.04.2020,1814,600,36,23,71,1
Иордания,15.09.2020,3677,2311,26,149,56,0
Мьянма,18.12.2020,114198,92916,2398,1116,1379,21
Бельгия,30.08.2020,85042,18415,9894,443,12,3
ОАЭ,30.09.2020,94190,83724,419,1100,1186,3
Чехия,22.07.2020,14570,9144,364,246,226,4
Сьерра-Леоне,20.06.2020,1309,746,53,11,14,0
Эфиопия,30.09.2020,75368,31204,1198,784,252,7
Латвия,27.04.2020,818,267,13,6,0,1
Сент-Китс и Невис,14.09.2020,17,17,0,0,0,0
Албания,30.09.2020,13649,7847,387,131,115,3
Австралия,08.01.2021,28582,25820,909,11,3,0
Micronesia,16.07.2020,0,0,0,0,0,0
Венесуэла,29.01.2020,0,0,0,0,0,0
Шри-Ланка,06.05.2020,797,215,9,26,2,0
Люксембург,05.08.2020,7007,5623,118,90,86,0
Индонезия,15.02.2020,0,0,0,0,0,0
Гайана,27.09.2020,2772,1564,76,47,29,2
Фиджи,05.10.2020,32,28,2,0,0,0
Танзания,14.08.2020,509,183,21,0,0,0
Колумбия,12.12.2020,1417072,1310425,38866,8163,6126,197
Гренада,12.10.2020,25,24,0,1,0,0
Джибути,08.09.2020,5388,5327,61,0,0,0
Сомали,30.01.2020,0,0,0,0,0,0
Косово и Метохия,14.11.2020,27851,16862,798,0,0,0
Бахрейн,06.04.2020,756,458,4,56,27,0
Камерун,30.06.2020,12592,10100,313,0,0,0
Судан,23.10.2020,13733,6764,836,5,0,0
Мадагаскар,18.03.2020,0,0,0,0,0,0
Замбия,25.03.2020,12,0,0,9,0,0
Гондурас,25.08.2020,55877,9124,1703,398,568,20
Германия,28.04.2020,159912,117400,6314,1154,2900,188
Сент-Люсия,09.12.2020,270,169,2,0,0,0
Турция,11.07.2020,211981,193217,5344,1016,1334,21
Украина,07.03.2020,1,0,0,0,0,0
Швеция,09.01.2021,489471,0,9433,0,0,0
Черногория,08.04.2020,248,4,2,7,0,0
Марокко,24.01.2021,466289,442441,8150,520,748,22
Великобритания,28.01.2020,0,0,0,0,0,0
Эсватини,18.02.2020,0,0,0,0,0,0
Мальта,01.11.2020,6182,4286,64,140,131,2
Парагвай,23.10.2020,58259,38797,1278,733,610,16
Афганистан,18.06.2020,27536,7660,550,658,1502,42
Исландия,13.12.2020,5557,5366,28,5,20,0
Камбоджа,27.01.2020,1,0,0,1,0,0
США,03.11.2020,9475593,3705130,233960,126920,30149,1563
Нигерия,14.10.2020,60834,52143,1116,179,137,0
Соломоновы острова,27.01.2021,17,10,0,0,0,0
Япония,02.12.2020,153432,127148,2141,2456,1844,32
Египет,15.04.2020,2505,589,183,155,0,5
Сейшельские острова,11.08.2020,127,126,0,1,1,0
Ангола,06.03.2020,0,0,0,0,0,0
Польша,11.01.2021,1390385,1130460,31264,4863,7142,75
Либерия,09.05.2020,199,79,20,0,0,0
Вануату,11.05.2020,0,0,0,0,0,0
Монголия,15.10.2020,320,311,0,0,0,0
Словакия,23.01.2020,0,0,0,0,0,0
Эквадор,20.09.2020,126419,102852,11090,799,5789,6
Чехия,10.02.2020,0,0,0,0,0,0
Гамбия,18.12.2020,3786,3654,123,0,0,0
Мальдивы,31.03.2020,18,13,0,1,0,0
Шри-Ланка,05.11.2020,12570,6623,29,383,765,5
Индонезия,25.01.2021,999256,809488,28132,9994,10678,297
Австралия,03.03.2020,39,11,1,9,0,0
Венесуэла,03.08.2020,20754,11622,180,548,218,6
Нидерланды,13.10.2020,194591,4915,6689,7453,83,35
Того,28.05.2020,422,197,13,27,14,0
Судно "Diamond Princess",08.12.2020,712,699,13,0,0,0
Болгария,10.01.2021,208511,135259,8126,105,695,29
Западный берег реки Иордан,07.11.2020,57657,49975,512,431,438,1
Португалия,23.03.2020,2060,5,23,460,0,9
Индия,16.03.2020,119,13,2,6,0,0
Малави,07.02.2020,0,0,0,0,0,0
Коморские острова,31.07.2020,378,330,7,0,0,0
Барбадос,03.08.2020,132,98,7,0,0,0
Новая Зеландия,09.06.2020,1504,1482,22,0,0,0
Испания,31.07.2020,288522,150376,28445,3092,0,2
Нигер,11.06.2020,974,878,65,0,2,0
Лаос,23.01.2020,0,0,0,0,0,0
Хорватия,24.11.2020,108014,87408,1445,2323,2390,47
Мексика,23.08.2020,560164,458123,60480,3948,5019,226
Казахстан,23.06.2020,18765,11514,134,534,356,7
Мали,26.09.2020,3080,2410,130,16,8,0
Италия,13.07.2020,243230,195106,34967,169,178,13
Либерия,09.09.2020,1313,1194,82,2,0,0
Вануату,19.09.2020,0,0,0,0,0,0
Эквадор,10.05.2020,29559,3433,2127,488,0,410
Монголия,06.06.2020,193,75,0,2,5,0
Грузия,25.01.2021,253816,243396,3071,298,1311,16
Сейшельские острова,31.03.2020,10,0,0,2,0,0
Норвегия,28.01.2020,0,0,0,0,0,0
Уругвай,25.01.2020,0,0,0,0,0,0
Нигерия,03.06.2020,11166,3329,315,347,89,1
Монако,27.01.2021,1413,1180,10,14,20,1
Гвинея-Бисау,11.11.2020,2419,2255,43,0,0,0
Алжир,18.12.2020,94371,62487,2647,438,398,7
Папский Престол,22.01.2020,0,0,0,0,0,0
Уганда,29.10.2020,12201,7461,108,434,0,2
Кипр,23.01.2021,29887,2057,183,129,0,4
Парагвай,14.06.2020,1289,650,11,28,3,0
Эсватини,22.06.2020,643,291,6,8,6,1
Люксембург,23.12.2020,45209,37574,458,400,353,5
Гондурас,22.04.2020,510,30,46,16,1,0
Германия,31.08.2020,244802,216795,9303,1497,1512,3
Украина,18.07.2020,59333,31479,1496,867,804,23
Доминика,06.11.2020,57,35,0,0,0,0
Камерун,26.02.2020,0,0,0,0,0,0
Судан,14.06.2020,7007,2610,459,128,54,12
Бахрейн,09.08.2020,44011,40967,162,382,418,1
Мьянма,23.07.2020,343,280,6,0,0,0
Киргизия,09.02.2020,0,0,0,0,0,0
Джибути,06.05.2020,1124,755,3,4,10,1
Маврикий,07.01.2021,539,514,10,0,0,0
Гренада,09.06.2020,23,22,0,0,0,0
Мали,24.05.2020,1030,597,65,15,23,2
Лесото,13.09.2020,1245,528,33,0,0,0
Сербия,07.11.2020,60635,0,880,2677,0,9
Казахстан,13.02.2020,0,0,0,0,0,0
Мексика,20.04.2020,8772,2627,712,511,0,26
Россия,13.04.2020,18328,1470,148,2558,179,18
Коморские острова,30.03.2020,0,0,0,0,0,0
Нигер,22.10.2020,1215,1128,69,1,0,0
Барбадос,23.03.2020,17,0,0,3,0,0
Новая Зеландия,12.10.2020,1872,1808,25,1,7,0
Испания,30.03.2020,87956,16780,7716,7846,2071,913
Индия,25.07.2020,1385635,885573,32060,48611,36141,702
Того,08.10.2020,1907,1426,49,9,7,0
Австралия,06.07.2020,8755,7455,106,172,35,0
Micronesia,29.12.2020,0,0,0,0,0,0
Венесуэла,23.03.2020,77,15,0,7,0,0
Сьерра-Леоне,24.01.2021,3139,2210,77,19,23,0
Эфиопия,25.12.2020,121880,107599,1897,481,754,15
Сент-Китс и Невис,07.11.2020,19,19,0,0,0,0
Албания,25.12.2020,55380,30790,1134,553,514,9
Фиджи,18.12.2020,46,42,2,0,4,0
Мальдивы,11.08.2020,5223,2849,20,66,14,1
Узбекистан,17.08.2020,35702,30973,236,373,0,4
Иордания,27.10.2020,58855,7508,668,3800,0,44
Кувейт,21.05.2020,18609,5205,129,1041,320,5
Бельгия,12.11.2020,520393,0,13891,5002,-31130,133
ОАЭ,25.12.2020,199665,175865,653,1230,1386,6
Сент-Люсия,16.10.2020,32,27,0,1,0,0
Доминика,05.05.2020,16,14,0,0,1,0
Гондурас,19.11.2020,103488,45082,2839,0,0,0
Бутан,03.04.2020,5,2,0,0,1,0
Марокко,20.06.2020,9839,8223,213,226,106,0
Парагвай,30.11.2020,82424,58453,1756,518,506,13
Кипр,17.02.2020,0,0,0,0,0,0
Нидерланды,29.01.2021,984120,12789,13981,4418,92,56
Таиланд,09.04.2020,2423,940,32,54,52,2
Джибути,05.11.2020,5599,5479,61,19,7,0
Маврикий,04.03.2020,0,0,0,0,0,0
Гренада,05.12.2020,41,39,0,0,0,0
Гамбия,23.07.2020,170,58,5,24,1,0
Киргизия,23.07.2020,31247,18038,1211,2267,2502,100
Франция,13.04.2020,111932,28001,14969,3141,532,573
Колумбия,03.10.2020,848147,757801,26556,6615,3848,159
Косово и Метохия,05.09.2020,14027,10431,556,117,131,5
Камерун,14.01.2021,27336,24892,451,0,0,0
Судан,30.11.2020,18045,10302,1249,235,127,14
Бахрейн,23.01.2020,0,0,0,0,0,0
Ямайка,15.03.2020,10,0,0,2,0,0
Монголия,08.12.2020,893,384,0,5,0,0
Италия,06.11.2020,862681,322925,40638,37802,10586,446
Эквадор,01.11.2020,169194,149048,12684,1002,7289,14
Словакия,06.04.2020,534,8,2,49,-2,1
Исландия,04.10.2020,2921,2277,10,49,65,0
Папский Престол,10.08.2020,12,12,0,0,0,0
Алжир,27.05.2020,8857,5129,623,160,211,6
Нигерия,11.12.2020,72140,65722,1190,796,248,0
Соломоновы острова,23.06.2020,0,0,0,0,0,0
Гвинея-Бисау,30.04.2020,205,19,1,0,0,0
Малави,02.06.2020,358,42,4,22,0,0
Уругвай,07.08.2020,1325,1095,37,7,16,0
Норвегия,04.08.2020,9362,8752,256,28,0,0
Камбоджа,25.03.2020,96,10,0,5,6,0
США,10.09.2020,6397758,2403511,192116,36120,16032,916
Индонезия,25.06.2020,50187,20449,2620,1178,791,47
Шри-Ланка,08.09.2020,3140,2935,12,17,9,0
Турция,27.10.2020,366208,317519,9950,2209,1511,76
Фиджи,27.05.2020,18,15,0,0,0,0
Танзания,13.04.2020,49,7,3,17,2,0
Албания,20.05.2020,964,758,31,15,16,0
Швеция,15.09.2020,87345,0,5846,840,0,0
Сьерра-Леоне,16.02.2020,0,0,0,0,0,0
Эфиопия,20.05.2020,389,122,5,24,2,0
Сент-Китс и Невис,04.05.2020,15,8,0,0,0,0
Великобритания,23.05.2020,245682,1149,35660,1508,7,220
Micronesia,13.03.2020,0,0,0,0,0,0
Мальта,08.07.2020,673,654,9,0,1,0
Бельгия,29.04.2020,47859,11283,7501,525,340,170
ОАЭ,20.05.2020,26004,11809,233,941,1018,6
Панама,19.10.2020,125181,101545,2574,436,504,10
Чехия,19.03.2020,694,3,0,230,0,0
Сомали,25.05.2020,1689,235,66,95,31,5
Иордания,15.05.2020,596,401,9,10,8,0
Канада,09.04.2020,20654,5162,771,1513,1008,123
Япония,08.08.2020,47342,31248,1042,1578,1007,0
Хорватия,26.08.2020,8888,6362,175,358,238,0
Польша,17.09.2020,76571,62725,2253,837,615,16
Греция,15.06.2020,3134,1374,184,13,0,1
Казахстан,27.01.2021,230188,199667,3040,1496,1163,5
Мексика,21.11.2020,1032688,770728,101373,6719,0,550
Мали,21.12.2020,6232,3858,225,41,19,3
Афганистан,22.01.2020,0,0,0,0,0,0
Болгария,12.07.2020,7252,3319,268,77,8,1
Судно "Diamond Princess",15.10.2020,712,659,13,0,0,0
Западный берег реки Иордан,14.09.2020,31362,21406,226,788,1324,5
Индия,07.02.2020,3,0,0,0,0,0
Лаос,06.04.2020,12,0,0,1,0,0
Гвинея,10.05.2020,2146,714,11,104,16,0
Фиджи,08.12.2020,44,35,2,0,2,0
Бруней,06.06.2020,141,138,2,0,0,0
Micronesia,24.01.2021,1,0,0,0,0,0
Австралия,30.06.2020,7920,7040,104,86,3,0
Албания,03.12.2020,40501,20484,852,782,572,13
Венесуэла,02.04.2020,146,43,5,3,2,2
Сент-Китс и Невис,17.11.2020,19,19,0,0,0,0
Сьерра-Леоне,29.12.2020,2569,1875,76,9,3,0
Эфиопия,03.12.2020,111579,77385,1724,595,1318,9
Чехия,30.01.2021,980714,860404,16211,8072,803,139
Узбекистан,05.01.2021,77295,75545,614,37,108,0
Бельгия,02.11.2020,447355,25999,11858,6337,180,121
